Name,Row,Column,Label,Unnamed: 4
i0201a.png,111,94,broken_coral_rubble,
i0201a.png,173,243,broken_coral_rubble,
i0201a.png,84,366,broken_coral_rubble,
i0201a.png,54,802,broken_coral_rubble,
i0201a.png,236,439,broken_coral_rubble,
i0201a.png,189,414,broken_coral_rubble,
i0201a.png,331,747,broken_coral_rubble,
i0201a.png,336,874,broken_coral_rubble,
i0201a.png,317,1042,broken_coral_rubble,
i0201a.png,514,80,broken_coral_rubble,
i0201a.png,365,101,broken_coral_rubble,
i0201a.png,377,801,broken_coral_rubble,
i0201a.png,529,1053,broken_coral_rubble,
i0201a.png,708,458,broken_coral_rubble,
i0201a.png,546,773,broken_coral_rubble,
i0201a.png,585,707,broken_coral_rubble,
i0201a.png,816,1015,broken_coral_rubble,
i0201b.png,81,200,broken_coral_rubble,
i0201b.png,188,390,broken_coral_rubble,
i0201b.png,237,1147,broken_coral_rubble,
i0201b.png,443,180,broken_coral_rubble,
i0201b.png,458,193,broken_coral_rubble,
i0201b.png,438,464,broken_coral_rubble,
i0201b.png,350,679,broken_coral_rubble,
i0201b.png,391,835,broken_coral_rubble,
i0201b.png,622,51,broken_coral_rubble,
i0201b.png,590,20,broken_coral_rubble,
i0201b.png,598,489,broken_coral_rubble,
i0201b.png,583,485,broken_coral_rubble,
i0201b.png,521,1069,broken_coral_rubble,
i0201b.png,768,618,broken_coral_rubble,
i0201b.png,757,745,broken_coral_rubble,
i0201c.png,123,149,broken_coral_rubble,
i0201c.png,47,326,broken_coral_rubble,
i0201c.png,184,632,broken_coral_rubble,
i0201c.png,131,953,broken_coral_rubble,
i0201c.png,196,1111,broken_coral_rubble,
i0201c.png,310,97,broken_coral_rubble,
i0201c.png,262,318,broken_coral_rubble,
i0201c.png,327,623,broken_coral_rubble,
i0201c.png,289,709,broken_coral_rubble,
i0201c.png,266,629,broken_coral_rubble,
i0201c.png,356,641,broken_coral_rubble,
i0201c.png,336,516,broken_coral_rubble,
