Name,Row,Column,Label,Unnamed: 4
i0201a.png,313,66,Sand,
i0201d.png,496,726,Sand,
i0202b.png,170,329,Sand,
i0202b.png,350,66,Sand,
i0202b.png,401,19,Sand,
i0202d.png,249,78,Sand,
i0203a.png,285,380,Sand,
i0205a.png,76,629,Sand,
i0205a.png,203,623,Sand,
i0205a.png,466,139,Sand,
i0205a.png,368,434,Sand,
i0205a.png,473,813,Sand,
i0205a.png,574,216,Sand,
i0205a.png,569,498,Sand,
i0205b.png,63,362,Sand,
i0205b.png,72,893,Sand,
i0205b.png,309,505,Sand,
i0205b.png,222,593,Sand,
i0205b.png,230,614,Sand,
i0205b.png,262,794,Sand,
i0205b.png,233,943,Sand,
i0205b.png,631,475,Sand,
i0205c.png,154,924,Sand,
i0205c.png,547,198,Sand,
i0205c.png,687,206,Sand,
i0205c.png,719,59,Sand,
i0205c.png,704,328,Sand,
i0205c.png,773,785,Sand,
i0205c.png,810,217,Sand,
i0205d.png,16,318,Sand,
i0205d.png,394,590,Sand,
i0205d.png,384,1095,Sand,
i0205d.png,256,1089,Sand,
i0205d.png,520,452,Sand,
i0205d.png,520,663,Sand,
i0205d.png,631,922,Sand,
i0205d.png,679,618,Sand,
i0205d.png,795,581,Sand,
i0205d.png,758,666,Sand,
i0205d.png,794,797,Sand,
i0205d.png,676,1104,Sand,
i0206a.png,20,414,Sand,
i0206b.png,189,899,Sand,
i0206b.png,267,820,Sand,
i0206b.png,293,953,Sand,
i0206b.png,233,939,Sand,
i0206c.png,473,866,Sand,
i0206d.png,135,973,Sand,
i0206d.png,388,917,Sand,
i0209a.png,100,56,Sand,
i0209a.png,28,273,Sand,
i0209b.png,83,160,Sand,
i0209c.png,474,64,Sand,
i0209c.png,551,451,Sand,
i0210a.png,10,841,Sand,
i0210a.png,65,1093,Sand,
i0210a.png,257,1066,Sand,
i0210a.png,211,933,Sand,
i0210a.png,426,599,Sand,
i0210a.png,446,516,Sand,
i0210a.png,520,120,Sand,
i0210a.png,539,319,Sand,
i0210b.png,93,694,Sand,
i0210b.png,204,645,Sand,
i0210b.png,378,414,Sand,
i0210b.png,382,557,Sand,
i0210b.png,499,950,Sand,
i0210c.png,28,221,Sand,
i0210c.png,44,425,Sand,
i0210c.png,421,568,Sand,
i0210c.png,569,821,Sand,
i0210c.png,449,839,Sand,
i0210c.png,422,845,Sand,
i0210c.png,446,768,Sand,
i0210c.png,728,730,Sand,
i0210c.png,668,865,Sand,
i0210d.png,200,105,Sand,
i0210d.png,484,244,Sand,
i0210d.png,673,509,Sand,
i0210d.png,636,838,Sand,
i0211a.png,535,477,Sand,
i0211b.png,99,503,Sand,
i0211b.png,29,597,Sand,
i0211c.png,457,359,Sand,
i0211c.png,458,423,Sand,
i0211c.png,412,469,Sand,
i0212a.png,261,282,Sand,
i0213b.png,284,289,Sand,
i0214b.png,185,1091,Sand,
i0214d.png,721,971,Sand,
i0215a.png,128,671,Sand,
i0215a.png,118,488,Sand,
i0215a.png,35,916,Sand,
i0215a.png,117,1080,Sand,
i0215a.png,343,903,Sand,
i0215a.png,358,877,Sand,
i0215a.png,814,214,Sand,
i0215b.png,88,414,Sand,
i0215b.png,18,695,Sand,
i0215b.png,473,26,Sand,
i0215b.png,433,373,Sand,
i0215b.png,351,366,Sand,
i0215b.png,355,599,Sand,
i0215b.png,323,1024,Sand,
i0215b.png,332,951,Sand,
i0215b.png,537,111,Sand,
i0215b.png,575,217,Sand,
i0215b.png,798,73,Sand,
i0215c.png,74,15,Sand,
i0215c.png,71,628,Sand,
i0215c.png,172,600,Sand,
i0215c.png,96,1029,Sand,
i0215c.png,284,103,Sand,
i0215c.png,212,37,Sand,
i0215c.png,334,391,Sand,
i0215c.png,494,457,Sand,
i0215d.png,91,723,Sand,
i0215d.png,111,717,Sand,
i0215d.png,42,952,Sand,
i0215d.png,251,687,Sand,
i0215d.png,437,172,Sand,
i0215d.png,777,1112,Sand,
i0216a.png,142,318,Sand,
i0216a.png,157,841,Sand,
i0216a.png,91,1080,Sand,
i0216a.png,156,1096,Sand,
i0216a.png,345,410,Sand,
i0216a.png,485,1009,Sand,
i0216a.png,612,690,Sand,
i0216a.png,535,791,Sand,
i0216a.png,620,990,Sand,
i0216b.png,146,503,Sand,
i0216b.png,145,847,Sand,
i0216b.png,461,705,Sand,
i0216b.png,619,297,Sand,
i0216b.png,620,856,Sand,
i0216b.png,627,1033,Sand,
i0216c.png,214,647,Sand,
