Name,Row,Column,Label,Unnamed: 4
i0201a.png,313,66,sand,
i0201d.png,496,726,sand,
i0202b.png,170,329,sand,
i0202b.png,350,66,sand,
i0202b.png,401,19,sand,
i0202d.png,249,78,sand,
i0203a.png,285,380,sand,
i0205a.png,76,629,sand,
i0205a.png,203,623,sand,
i0205a.png,466,139,sand,
i0205a.png,368,434,sand,
i0205a.png,473,813,sand,
i0205a.png,574,216,sand,
i0205a.png,569,498,sand,
i0205b.png,63,362,sand,
i0205b.png,72,893,sand,
i0205b.png,309,505,sand,
i0205b.png,222,593,sand,
i0205b.png,230,614,sand,
i0205b.png,262,794,sand,
i0205b.png,233,943,sand,
i0205b.png,631,475,sand,
i0205c.png,154,924,sand,
i0205c.png,547,198,sand,
i0205c.png,687,206,sand,
i0205c.png,719,59,sand,
i0205c.png,704,328,sand,
i0205c.png,773,785,sand,
i0205c.png,810,217,sand,
i0205d.png,16,318,sand,
i0205d.png,394,590,sand,
i0205d.png,384,1095,sand,
i0205d.png,256,1089,sand,
i0205d.png,520,452,sand,
i0205d.png,520,663,sand,
i0205d.png,631,922,sand,
i0205d.png,679,618,sand,
i0205d.png,795,581,sand,
i0205d.png,758,666,sand,
i0205d.png,794,797,sand,
i0205d.png,676,1104,sand,
i0206a.png,20,414,sand,
i0206b.png,189,899,sand,
i0206b.png,267,820,sand,
i0206b.png,293,953,sand,
i0206b.png,233,939,sand,
i0206c.png,473,866,sand,
i0206d.png,135,973,sand,
i0206d.png,388,917,sand,
i0209a.png,100,56,sand,
i0209a.png,28,273,sand,
i0209b.png,83,160,sand,
i0209c.png,474,64,sand,
i0209c.png,551,451,sand,
i0210a.png,10,841,sand,
i0210a.png,65,1093,sand,
i0210a.png,257,1066,sand,
i0210a.png,211,933,sand,
i0210a.png,426,599,sand,
i0210a.png,446,516,sand,
i0210a.png,520,120,sand,
i0210a.png,539,319,sand,
i0210b.png,93,694,sand,
i0210b.png,204,645,sand,
i0210b.png,378,414,sand,
i0210b.png,382,557,sand,
i0210b.png,499,950,sand,
i0210c.png,28,221,sand,
i0210c.png,44,425,sand,
i0210c.png,421,568,sand,
i0210c.png,569,821,sand,
i0210c.png,449,839,sand,
i0210c.png,422,845,sand,
i0210c.png,446,768,sand,
i0210c.png,728,730,sand,
i0210c.png,668,865,sand,
i0210d.png,200,105,sand,
i0210d.png,484,244,sand,
i0210d.png,673,509,sand,
i0210d.png,636,838,sand,
i0211a.png,535,477,sand,
i0211b.png,99,503,sand,
i0211b.png,29,597,sand,
i0211c.png,457,359,sand,
i0211c.png,458,423,sand,
i0211c.png,412,469,sand,
i0212a.png,261,282,sand,
i0213b.png,284,289,sand,
i0214b.png,185,1091,sand,
i0214d.png,721,971,sand,
i0215a.png,128,671,sand,
i0215a.png,118,488,sand,
i0215a.png,35,916,sand,
i0215a.png,117,1080,sand,
i0215a.png,343,903,sand,
i0215a.png,358,877,sand,
i0215a.png,814,214,sand,
i0215b.png,88,414,sand,
i0215b.png,18,695,sand,
i0215b.png,473,26,sand,
i0215b.png,433,373,sand,
i0215b.png,351,366,sand,
i0215b.png,355,599,sand,
i0215b.png,323,1024,sand,
i0215b.png,332,951,sand,
i0215b.png,537,111,sand,
i0215b.png,575,217,sand,
i0215b.png,798,73,sand,
i0215c.png,74,15,sand,
i0215c.png,71,628,sand,
i0215c.png,172,600,sand,
i0215c.png,96,1029,sand,
i0215c.png,284,103,sand,
i0215c.png,212,37,sand,
i0215c.png,334,391,sand,
i0215c.png,494,457,sand,
i0215d.png,91,723,sand,
i0215d.png,111,717,sand,
i0215d.png,42,952,sand,
i0215d.png,251,687,sand,
i0215d.png,437,172,sand,
i0215d.png,777,1112,sand,
i0216a.png,142,318,sand,
i0216a.png,157,841,sand,
i0216a.png,91,1080,sand,
i0216a.png,156,1096,sand,
i0216a.png,345,410,sand,
i0216a.png,485,1009,sand,
i0216a.png,612,690,sand,
i0216a.png,535,791,sand,
i0216a.png,620,990,sand,
i0216b.png,146,503,sand,
i0216b.png,145,847,sand,
i0216b.png,461,705,sand,
i0216b.png,619,297,sand,
i0216b.png,620,856,sand,
i0216b.png,627,1033,sand,
i0216c.png,214,647,sand,
i0216c.png,437,895,sand,
i0216c.png,525,1028,sand,
i0216c.png,603,445,sand,
i0216c.png,676,376,sand,
i0216c.png,729,1135,sand,
i0216c.png,767,1053,sand,
i0216d.png,169,532,sand,
i0216d.png,112,1209,sand,
i0216d.png,291,688,sand,
