Name,Row,Column,Label,Unnamed: 4
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,533,1587,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1093,1425,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1221,1160,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1647,1671,off,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1413,1293,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1501,274,crustose_coralline_algae,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1109,510,crustose_coralline_algae,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,470,363,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,117,1361,off,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1119,583,crustose_coralline_algae,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,915,1490,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,654,982,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1020,652,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1190,1097,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1642,228,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,879,620,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,208,871,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1215,300,sand,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1019,200,crustose_coralline_algae,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,951,1550,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1365,733,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1114,526,crustose_coralline_algae,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,407,1346,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1311,410,crustose_coralline_algae,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,568,148,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,337,484,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,865,1448,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,539,1460,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,834,864,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,628,1594,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,920,587,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1237,1028,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1326,916,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1397,515,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,933,1176,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,966,1566,crustose_coralline_algae,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1495,1446,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,218,667,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,194,170,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1255,1615,crustose_coralline_algae,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1519,1674,off,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,501,1146,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,722,1336,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1466,506,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,878,956,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,621,480,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1242,362,sand,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,288,724,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1359,1494,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1568,333,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1105,932,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1602,1093,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1163,1505,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1125,393,crustose_coralline_algae,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,363,1024,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1385,707,crustose_coralline_algae,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1308,677,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,153,1580,off,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,427,1412,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1199,720,crustose_coralline_algae,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1114,237,crustose_coralline_algae,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,145,724,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,966,1034,crustose_coralline_algae,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,699,858,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1327,808,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,819,1352,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,1512,643,porites,
mcr_lter5_fringingreef_pole1-2_qu2_20100414.jpg,256,838,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1560,869,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,363,1119,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,423,753,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1307,685,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,363,503,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1017,446,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,694,1089,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1019,1017,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,824,241,turf,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1707,1031,turf,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1359,136,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1182,1634,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,324,449,crustose_coralline_algae,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1298,640,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1541,328,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,344,1378,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,209,307,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,526,1240,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,580,143,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,983,1003,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,700,868,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1401,1600,turf,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1110,365,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,616,600,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1497,1540,turf,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1079,826,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1632,917,crustose_coralline_algae,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,198,1171,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1399,868,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1173,313,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,131,234,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1023,782,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,266,1632,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1316,1454,turf,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,618,457,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,475,613,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,134,1607,off,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,158,291,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,212,1217,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1650,1602,turf,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1325,106,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,696,1318,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1561,1516,turf,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1553,1106,turf,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,537,1475,porites,
mcr_lter5_fringingreef_pole1-2_qu3_20100414.jpg,1050,935,porites,
